Sale_ID,Date,Store_ID,Product_ID,Units
215612,2022-07-16,13,31,2
215613,2022-07-16,21,3,1
215614,2022-07-16,22,25,1
215615,2022-07-16,12,30,1
215616,2022-07-16,17,16,1
215617,2022-07-16,2,25,2
215618,2022-07-16,14,15,1
215619,2022-07-16,12,16,1
215620,2022-07-16,14,15,1
215621,2022-07-16,6,15,1
215622,2022-07-16,10,5,1
215623,2022-07-16,47,6,1
215624,2022-07-16,18,31,1
215625,2022-07-16,30,1,1
215626,2022-07-16,8,21,1
215627,2022-07-16,15,7,1
215628,2022-07-16,27,1,1
215629,2022-07-16,14,8,1
215630,2022-07-16,14,15,1
215631,2022-07-16,39,17,1
215632,2022-07-16,18,8,1
215633,2022-07-16,44,10,1
215634,2022-07-16,49,33,1
215635,2022-07-16,20,16,1
215636,2022-07-16,30,30,2
215637,2022-07-16,2,14,1
215638,2022-07-16,17,6,1
215639,2022-07-16,3,31,3
215640,2022-07-16,2,1,1
215641,2022-07-16,36,6,1
215642,2022-07-16,34,21,1
215643,2022-07-16,31,16,1
215644,2022-07-16,21,2,1
215645,2022-07-16,40,1,1
215646,2022-07-16,21,3,1
215647,2022-07-16,12,16,1
215648,2022-07-16,2,24,1
215649,2022-07-16,44,10,1
215650,2022-07-16,13,1,1
215651,2022-07-16,8,21,1
215652,2022-07-16,22,25,1
215653,2022-07-16,41,2,1
215654,2022-07-16,39,17,1
215655,2022-07-16,31,6,1
215656,2022-07-16,2,24,1
215657,2022-07-16,32,1,1
215658,2022-07-16,11,16,1
215659,2022-07-16,4,8,3
215660,2022-07-16,29,31,1
215661,2022-07-16,32,1,1
215662,2022-07-16,4,8,3
215663,2022-07-16,8,2,1
215664,2022-07-16,48,6,1
215665,2022-07-16,3,8,1
215666,2022-07-16,19,7,1
215667,2022-07-16,23,27,1
215668,2022-07-16,16,26,1
215669,2022-07-16,43,8,1
215670,2022-07-16,3,27,1
215671,2022-07-16,47,6,1
215672,2022-07-16,3,7,2
215673,2022-07-16,43,8,1
215674,2022-07-16,24,8,3
215675,2022-07-16,6,6,1
215676,2022-07-16,27,6,1
215677,2022-07-16,43,8,1
215678,2022-07-16,8,14,1
215679,2022-07-16,7,6,1
215680,2022-07-16,6,6,1
215681,2022-07-16,12,16,1
215682,2022-07-16,33,14,1
215683,2022-07-16,20,8,2
215684,2022-07-16,37,21,1
215685,2022-07-16,42,6,1
215686,2022-07-16,11,10,1
215687,2022-07-16,2,24,1
215688,2022-07-16,31,1,3
215689,2022-07-16,22,34,1
215690,2022-07-16,41,27,1
215691,2022-07-16,39,24,1
215692,2022-07-16,30,30,3
215693,2022-07-16,21,27,1
215694,2022-07-16,29,24,1
215695,2022-07-16,3,1,1
215696,2022-07-16,42,15,1
215697,2022-07-16,38,25,1
215698,2022-07-16,41,2,1
215699,2022-07-16,41,15,1
215700,2022-07-16,31,6,1
215701,2022-07-16,47,6,1
215702,2022-07-16,3,25,1
215703,2022-07-16,14,15,1
215704,2022-07-16,27,1,1
215705,2022-07-16,26,6,5
215706,2022-07-16,12,4,1
215707,2022-07-16,6,17,3
215708,2022-07-16,3,8,1
215709,2022-07-16,38,31,1
215710,2022-07-16,10,16,1
215711,2022-07-16,15,7,1
215712,2022-07-16,35,31,1
215713,2022-07-16,37,8,1
215714,2022-07-16,4,8,4
215715,2022-07-16,43,8,1
215716,2022-07-16,2,24,1
215717,2022-07-16,8,10,1
215718,2022-07-16,11,35,1
215719,2022-07-16,8,29,1
215720,2022-07-16,11,14,3
215721,2022-07-16,12,25,3
215722,2022-07-16,46,13,2
215723,2022-07-16,27,16,1
215724,2022-07-16,39,30,1
215725,2022-07-16,30,27,1
215726,2022-07-16,40,1,1
215727,2022-07-16,42,6,1
215728,2022-07-16,37,8,1
215729,2022-07-16,21,27,1
215730,2022-07-16,18,10,1
215731,2022-07-16,37,24,1
215732,2022-07-16,27,1,1
215733,2022-07-16,11,14,2
215734,2022-07-16,12,6,1
215735,2022-07-16,20,30,1
215736,2022-07-16,22,1,1
215737,2022-07-16,11,16,1
215738,2022-07-16,46,13,3
215739,2022-07-16,39,24,1
215740,2022-07-16,19,24,1
215741,2022-07-16,7,17,1
215742,2022-07-16,20,34,1
215743,2022-07-16,40,6,1
215744,2022-07-16,2,15,1
215745,2022-07-16,17,8,1
215746,2022-07-16,3,8,1
215747,2022-07-16,37,16,1
215748,2022-07-16,47,31,3
215749,2022-07-16,12,30,1
215750,2022-07-16,31,27,1
215751,2022-07-16,17,6,1
215752,2022-07-16,37,18,1
215753,2022-07-16,23,2,3
215754,2022-07-16,50,6,3
215755,2022-07-16,3,31,3
215756,2022-07-16,18,1,1
215757,2022-07-16,14,10,1
215758,2022-07-16,39,30,1
215759,2022-07-16,16,8,1
215760,2022-07-16,14,15,1
215761,2022-07-16,37,8,1
215762,2022-07-16,36,6,1
215763,2022-07-16,6,8,1
215764,2022-07-16,38,31,1
215765,2022-07-16,10,5,1
215766,2022-07-16,21,27,1
215767,2022-07-16,26,2,1
215768,2022-07-16,21,17,1
215769,2022-07-16,11,16,1
215770,2022-07-16,44,7,1
215771,2022-07-16,17,10,1
215772,2022-07-16,7,1,1
215773,2022-07-16,8,21,1
215774,2022-07-16,47,30,1
215775,2022-07-16,6,30,1
215776,2022-07-16,18,31,1
215777,2022-07-16,31,27,1
215778,2022-07-16,30,30,3
215779,2022-07-16,26,6,5
215780,2022-07-16,19,7,1
215781,2022-07-16,12,6,1
215782,2022-07-16,21,17,1
215783,2022-07-16,3,31,2
215784,2022-07-16,13,31,3
215785,2022-07-16,13,8,4
215786,2022-07-16,37,8,1
215787,2022-07-16,44,8,1
215788,2022-07-16,23,27,1
215789,2022-07-16,6,15,1
215790,2022-07-16,13,8,3
215791,2022-07-16,26,31,1
215792,2022-07-16,20,34,1
215793,2022-07-16,44,10,1
215794,2022-07-16,33,31,2
215795,2022-07-16,8,29,1
215796,2022-07-16,27,6,1
215797,2022-07-16,6,1,1
215798,2022-07-16,38,25,1
215799,2022-07-16,2,24,1
215800,2022-07-16,3,31,2
215801,2022-07-16,14,15,1
215802,2022-07-16,34,21,1
215803,2022-07-16,31,1,3
215804,2022-07-16,4,8,2
215805,2022-07-16,40,31,4
215806,2022-07-16,17,1,3
215807,2022-07-16,37,8,1
215808,2022-07-16,32,10,1
215809,2022-07-16,6,31,1
215810,2022-07-16,2,8,1
215811,2022-07-16,4,34,1
215812,2022-07-16,39,17,1
215813,2022-07-16,9,8,1
215814,2022-07-16,37,24,1
215815,2022-07-16,35,25,1
215816,2022-07-16,27,10,1
215817,2022-07-16,17,6,1
215818,2022-07-16,42,15,1
215819,2022-07-16,21,3,1
215820,2022-07-16,35,14,1
215821,2022-07-16,31,16,1
215822,2022-07-16,25,15,1
215823,2022-07-16,17,6,1
215824,2022-07-16,13,31,3
215825,2022-07-16,45,31,2
215826,2022-07-16,42,6,1
215827,2022-07-16,42,31,1
215828,2022-07-16,25,1,1
215829,2022-07-16,8,31,4
215830,2022-07-16,12,6,1
215831,2022-07-16,42,31,1
215832,2022-07-16,25,6,1
215833,2022-07-16,44,7,1
215834,2022-07-16,40,17,1
215835,2022-07-16,13,8,4
215836,2022-07-16,48,25,1
215837,2022-07-16,29,31,1
215838,2022-07-16,20,7,1
215839,2022-07-16,8,29,1
215840,2022-07-16,14,8,1
215841,2022-07-16,22,25,1
215842,2022-07-16,47,31,4
215843,2022-07-16,26,14,2
215844,2022-07-16,18,1,1
215845,2022-07-16,32,1,1
215846,2022-07-16,43,25,1
215847,2022-07-16,2,24,1
215848,2022-07-16,39,24,1
215849,2022-07-16,17,27,2
215850,2022-07-16,30,7,1
215851,2022-07-16,23,27,1
215852,2022-07-16,21,17,1
215853,2022-07-16,13,1,1
215854,2022-07-16,3,25,1
215855,2022-07-16,30,7,1
215856,2022-07-16,3,8,1
215857,2022-07-16,44,7,1
215858,2022-07-16,14,15,1
215859,2022-07-16,21,17,1
215860,2022-07-16,29,31,1
215861,2022-07-16,20,30,1
215862,2022-07-16,32,1,1
215863,2022-07-16,26,6,5
215864,2022-07-16,14,10,1
215865,2022-07-16,8,21,1
215866,2022-07-16,23,27,1
215867,2022-07-16,43,8,1
215868,2022-07-16,38,21,1
215869,2022-07-16,35,14,1
215870,2022-07-16,21,17,1
215871,2022-07-16,42,31,1
215872,2022-07-16,19,7,1
215873,2022-07-16,31,6,1
215874,2022-07-16,7,6,1
215875,2022-07-16,41,27,1
215876,2022-07-16,19,24,1
215877,2022-07-16,11,10,1
215878,2022-07-16,44,8,1
215879,2022-07-16,32,10,1
215880,2022-07-16,18,10,1
215881,2022-07-16,44,7,1
215882,2022-07-16,41,15,1
215883,2022-07-16,33,31,2
215884,2022-07-16,38,31,1
215885,2022-07-16,32,1,1
215886,2022-07-16,3,27,1
215887,2022-07-16,18,10,1
215888,2022-07-16,47,6,1
215889,2022-07-16,27,1,1
215890,2022-07-16,33,14,1
215891,2022-07-16,35,34,3
215892,2022-07-16,21,27,1
215893,2022-07-16,21,8,1
215894,2022-07-16,3,1,1
215895,2022-07-16,18,25,1
215896,2022-07-16,20,7,1
215897,2022-07-16,2,24,1
215898,2022-07-16,25,15,1
215899,2022-07-16,18,1,1
215900,2022-07-16,23,27,1
215901,2022-07-16,13,8,3
215902,2022-07-16,21,17,1
215903,2022-07-16,8,29,1
215904,2022-07-16,48,6,1
215905,2022-07-16,42,31,1
215906,2022-07-16,17,10,1
215907,2022-07-16,43,8,1
215908,2022-07-16,6,1,1
215909,2022-07-16,10,16,1
215910,2022-07-16,22,25,1
215911,2022-07-16,20,30,1
215912,2022-07-16,17,27,2
215913,2022-07-16,10,20,1
215914,2022-07-16,33,14,1
215915,2022-07-16,31,6,1
215916,2022-07-16,26,2,1
215917,2022-07-16,12,4,1
215918,2022-07-16,43,8,1
215919,2022-07-16,18,31,1
215920,2022-07-16,8,29,1
215921,2022-07-16,2,1,1
215922,2022-07-16,22,25,1
215923,2022-07-16,14,15,1
215924,2022-07-16,21,8,1
215925,2022-07-16,40,17,1
215926,2022-07-16,32,7,1
215927,2022-07-16,24,8,3
215928,2022-07-16,6,30,1
215929,2022-07-16,14,15,1
215930,2022-07-16,25,6,1
215931,2022-07-16,7,1,1
215932,2022-07-16,4,8,3
215933,2022-07-16,19,7,1
215934,2022-07-16,4,8,3
215935,2022-07-16,6,31,1
215936,2022-07-16,8,29,1
215937,2022-07-16,36,6,1
215938,2022-07-16,26,6,7
215939,2022-07-16,3,8,1
215940,2022-07-16,32,7,1
215941,2022-07-16,27,6,1
215942,2022-07-16,32,1,1
215943,2022-07-16,32,1,1
215944,2022-07-16,10,10,1
215945,2022-07-16,23,2,2
215946,2022-07-16,20,8,2
215947,2022-07-16,44,10,1
215948,2022-07-16,16,26,1
215949,2022-07-16,24,8,3
215950,2022-07-16,2,1,1
215951,2022-07-16,41,15,1
215952,2022-07-16,39,24,1
215953,2022-07-16,21,27,1
215954,2022-07-16,2,24,1
215955,2022-07-16,8,10,1
215956,2022-07-16,3,1,1
215957,2022-07-16,7,17,1
215958,2022-07-16,47,6,1
215959,2022-07-16,37,8,1
215960,2022-07-16,17,8,1
215961,2022-07-16,13,24,1
215962,2022-07-16,47,8,1
215963,2022-07-16,13,8,4
215964,2022-07-16,44,7,1
215965,2022-07-16,6,1,1
215966,2022-07-16,30,30,2
215967,2022-07-16,20,7,1
215968,2022-07-16,3,8,1
215969,2022-07-16,17,16,1
215970,2022-07-16,14,8,1
215971,2022-07-16,50,22,1
215972,2022-07-16,17,16,1
215973,2022-07-16,13,24,1
215974,2022-07-16,44,7,1
215975,2022-07-16,3,7,3
215976,2022-07-16,47,8,1
215977,2022-07-16,16,26,1
215978,2022-07-16,25,1,1
215979,2022-07-16,41,15,1
215980,2022-07-16,4,8,3
215981,2022-07-16,37,8,1
215982,2022-07-16,10,16,1
215983,2022-07-16,13,8,3
215984,2022-07-16,2,31,1
215985,2022-07-16,3,27,1
215986,2022-07-16,31,16,1
215987,2022-07-16,21,27,1
215988,2022-07-16,22,34,1
215989,2022-07-16,36,1,1
215990,2022-07-16,21,17,1
215991,2022-07-16,40,31,3
215992,2022-07-16,45,31,2
215993,2022-07-16,44,7,1
215994,2022-07-16,41,15,1
215995,2022-07-16,19,24,1
215996,2022-07-16,11,14,2
215997,2022-07-16,44,10,1
215998,2022-07-16,27,16,1
215999,2022-07-16,35,24,1
216000,2022-07-16,17,16,1
216001,2022-07-16,22,25,1
216002,2022-07-16,27,1,1
216003,2022-07-16,49,33,1
216004,2022-07-16,41,2,1
216005,2022-07-16,12,30,1
216006,2022-07-16,37,8,1
216007,2022-07-16,25,1,1
216008,2022-07-16,43,8,1
216009,2022-07-16,34,21,1
216010,2022-07-16,27,10,1
216011,2022-07-16,11,8,1
216012,2022-07-16,29,24,1
216013,2022-07-16,32,1,1
216014,2022-07-16,13,8,3
216015,2022-07-16,50,22,1
216016,2022-07-16,14,15,1
216017,2022-07-16,11,14,3
216018,2022-07-16,30,27,1
216019,2022-07-16,16,8,1
216020,2022-07-16,14,8,1
216021,2022-07-16,6,1,1
216022,2022-07-16,8,21,1
216023,2022-07-16,26,6,6
216024,2022-07-16,6,15,1
216025,2022-07-16,16,26,1
216026,2022-07-16,36,6,1
216027,2022-07-16,27,1,1
216028,2022-07-16,17,8,1
216029,2022-07-16,37,24,1
216030,2022-07-16,31,16,1
216031,2022-07-16,40,6,1
216032,2022-07-16,44,7,1
216033,2022-07-16,50,22,1
216034,2022-07-16,27,1,1
216035,2022-07-16,42,31,1
216036,2022-07-16,43,25,1
216037,2022-07-16,7,17,1
216038,2022-07-16,12,25,3
216039,2022-07-16,18,1,1
216040,2022-07-16,41,16,1
216041,2022-07-16,15,7,1
216042,2022-07-16,8,10,1
216043,2022-07-16,27,16,1
216044,2022-07-16,25,15,1
216045,2022-07-16,20,30,1
216046,2022-07-16,2,14,1
216047,2022-07-16,24,8,3
216048,2022-07-16,31,31,1
216049,2022-07-16,1,10,1
216050,2022-07-16,6,1,1
216051,2022-07-16,16,26,1
216052,2022-07-16,6,6,1
216053,2022-07-16,42,6,1
216054,2022-07-16,34,21,1
216055,2022-07-16,13,8,4
216056,2022-07-16,39,16,1
216057,2022-07-16,20,8,1
216058,2022-07-16,31,16,1
216059,2022-07-16,29,24,1
216060,2022-07-16,20,34,1
216061,2022-07-16,4,8,3
216062,2022-07-16,11,8,1
216063,2022-07-16,41,15,1
216064,2022-07-16,39,25,1
216065,2022-07-16,13,31,3
216066,2022-07-16,35,8,1
216067,2022-07-16,28,31,4
216068,2022-07-16,6,1,1
216069,2022-07-16,20,8,2
216070,2022-07-16,32,10,1
216071,2022-07-16,14,8,1
216072,2022-07-16,10,5,1
216073,2022-07-16,12,30,1
216074,2022-07-16,34,21,1
216075,2022-07-16,17,16,1
216076,2022-07-16,27,1,1
216077,2022-07-16,39,30,1
216078,2022-07-16,26,6,6
216079,2022-07-16,41,27,1
216080,2022-07-16,2,1,1
216081,2022-07-16,2,8,1
216082,2022-07-16,41,2,1
216083,2022-07-16,32,1,1
216084,2022-07-16,16,26,1
216085,2022-07-16,17,27,2
216086,2022-07-16,28,31,4
216087,2022-07-16,2,1,1
216088,2022-07-16,12,25,3
216089,2022-07-16,8,21,1
216090,2022-07-16,27,1,1
216091,2022-07-16,17,27,2
216092,2022-07-16,50,22,1
216093,2022-07-16,39,24,1
216094,2022-07-16,11,8,1
216095,2022-07-16,47,31,3
216096,2022-07-16,3,8,1
216097,2022-07-16,2,1,1
216098,2022-07-16,13,24,1
216099,2022-07-16,9,8,1
216100,2022-07-16,40,31,4
216101,2022-07-16,9,8,1
216102,2022-07-16,19,24,1
216103,2022-07-16,17,27,3
216104,2022-07-16,36,1,1
216105,2022-07-16,26,2,1
216106,2022-07-16,50,6,3
216107,2022-07-16,13,8,4
216108,2022-07-16,8,29,1
216109,2022-07-16,13,8,4
216110,2022-07-16,40,31,4
216111,2022-07-16,26,6,6
216112,2022-07-16,33,1,1
216113,2022-07-16,20,7,1
216114,2022-07-16,39,16,1
216115,2022-07-16,27,1,1
216116,2022-07-16,20,7,1
216117,2022-07-16,21,2,1
216118,2022-07-16,29,31,1
216119,2022-07-16,13,1,1
216120,2022-07-16,46,13,3
216121,2022-07-16,47,6,1
216122,2022-07-16,13,8,3
216123,2022-07-16,39,17,1
216124,2022-07-16,2,14,1
216125,2022-07-16,42,15,1
216126,2022-07-16,21,17,1
216127,2022-07-16,14,15,1
216128,2022-07-16,6,8,1
216129,2022-07-16,43,8,1
216130,2022-07-16,14,10,1
216131,2022-07-16,37,21,1
216132,2022-07-16,6,17,2
216133,2022-07-16,20,7,1
216134,2022-07-16,35,14,1
216135,2022-07-16,39,25,1
216136,2022-07-16,47,30,1
216137,2022-07-16,6,8,1
216138,2022-07-16,26,6,7
216139,2022-07-16,47,8,1
216140,2022-07-16,38,21,1
216141,2022-07-16,15,7,1
216142,2022-07-16,43,8,1
216143,2022-07-16,14,8,1
216144,2022-07-16,27,16,1
216145,2022-07-16,38,21,1
216146,2022-07-16,37,8,1
216147,2022-07-16,37,18,1
216148,2022-07-16,6,17,3
216149,2022-07-16,8,2,1
216150,2022-07-16,39,16,1
216151,2022-07-16,43,25,1
216152,2022-07-16,31,1,2
216153,2022-07-16,11,8,1
216154,2022-07-16,21,8,1
216155,2022-07-16,6,1,1
216156,2022-07-16,11,35,1
216157,2022-07-16,36,6,1
216158,2022-07-16,6,31,1
216159,2022-07-16,31,6,1
216160,2022-07-16,35,14,1
216161,2022-07-16,2,31,1
216162,2022-07-16,43,25,1
216163,2022-07-16,30,7,1
216164,2022-07-16,39,25,1
216165,2022-07-16,37,8,1
216166,2022-07-16,14,15,1
216167,2022-07-16,41,2,1
216168,2022-07-16,12,6,1
216169,2022-07-16,10,5,1
216170,2022-07-16,40,31,3
216171,2022-07-16,41,15,1
216172,2022-07-16,49,33,1
216173,2022-07-16,21,2,1
216174,2022-07-16,40,1,1
216175,2022-07-16,42,15,1
216176,2022-07-16,18,25,1
216177,2022-07-16,6,17,2
216178,2022-07-16,47,8,1
216179,2022-07-16,14,15,1
216180,2022-07-16,50,6,3
216181,2022-07-16,25,15,1
216182,2022-07-16,12,16,1
216183,2022-07-16,2,24,1
216184,2022-07-16,8,31,3
216185,2022-07-16,40,31,4
216186,2022-07-16,2,15,1
216187,2022-07-16,41,27,1
216188,2022-07-16,37,8,1
216189,2022-07-16,11,35,1
216190,2022-07-16,11,14,2
216191,2022-07-16,43,8,1
216192,2022-07-16,44,10,1
216193,2022-07-16,39,16,1
216194,2022-07-16,24,8,3
216195,2022-07-16,41,15,1
216196,2022-07-16,6,6,1
216197,2022-07-16,49,33,1
216198,2022-07-16,17,27,3
216199,2022-07-16,26,2,1
216200,2022-07-16,22,3,1
216201,2022-07-16,37,21,1
216202,2022-07-16,45,31,3
216203,2022-07-16,11,14,3
216204,2022-07-16,26,31,1
216205,2022-07-16,10,5,1
216206,2022-07-16,3,1,1
216207,2022-07-16,27,1,1
216208,2022-07-16,6,30,1
216209,2022-07-16,44,7,1
216210,2022-07-16,17,10,1
216211,2022-07-16,17,8,1
216212,2022-07-16,34,21,1
216213,2022-07-16,10,20,1
216214,2022-07-16,2,1,1
216215,2022-07-16,14,15,1
216216,2022-07-16,3,7,2
216217,2022-07-16,10,5,1
216218,2022-07-16,36,6,1
216219,2022-07-16,20,8,1
216220,2022-07-16,15,7,1
216221,2022-07-16,31,6,1
216222,2022-07-16,32,1,1
216223,2022-07-16,11,8,1
216224,2022-07-16,10,5,1
216225,2022-07-16,13,31,2
216226,2022-07-16,3,27,1
216227,2022-07-16,6,17,2
216228,2022-07-16,42,31,1
216229,2022-07-16,31,31,1
216230,2022-07-16,22,25,1
216231,2022-07-16,6,7,2
216232,2022-07-16,14,15,1
216233,2022-07-16,20,34,1
216234,2022-07-16,33,31,2
216235,2022-07-16,32,1,1
216236,2022-07-16,14,8,1
216237,2022-07-16,12,16,1
216238,2022-07-16,42,15,1
216239,2022-07-16,32,1,1
216240,2022-07-16,37,21,1
216241,2022-07-16,30,1,1
216242,2022-07-16,32,1,1
216243,2022-07-16,21,3,1
216244,2022-07-16,21,2,1
216245,2022-07-16,22,1,1
216246,2022-07-16,37,21,1
216247,2022-07-16,4,8,2
216248,2022-07-16,8,29,1
216249,2022-07-16,18,1,1
216250,2022-07-16,8,29,1
216251,2022-07-16,44,10,1
216252,2022-07-16,30,25,1
216253,2022-07-16,21,2,1
216254,2022-07-16,13,31,2
216255,2022-07-16,22,1,1
216256,2022-07-16,2,15,1
216257,2022-07-16,29,24,1
216258,2022-07-16,47,8,1
216259,2022-07-16,44,10,1
216260,2022-07-16,35,8,1
216261,2022-07-16,18,25,1
216262,2022-07-16,35,31,1
216263,2022-07-16,23,27,1
216264,2022-07-16,13,31,3
216265,2022-07-16,8,31,4
216266,2022-07-16,20,7,1
216267,2022-07-16,6,15,1
216268,2022-07-16,33,14,1
216269,2022-07-16,21,27,1
216270,2022-07-16,17,8,1
216271,2022-07-16,44,2,1
216272,2022-07-16,12,6,1
216273,2022-07-16,17,27,2
216274,2022-07-16,31,16,1
216275,2022-07-16,38,31,1
216276,2022-07-16,30,25,1
216277,2022-07-16,2,1,1
216278,2022-07-16,46,13,3
216279,2022-07-16,42,31,1
216280,2022-07-16,3,1,1
216281,2022-07-16,20,8,1
216282,2022-07-16,22,1,1
216283,2022-07-16,12,6,1
216284,2022-07-16,34,21,1
216285,2022-07-16,40,6,1
216286,2022-07-16,3,7,3
216287,2022-07-16,13,8,4
216288,2022-07-16,34,21,1
216289,2022-07-16,17,10,1
216290,2022-07-16,44,8,1
216291,2022-07-16,44,7,1
216292,2022-07-16,44,7,1
216293,2022-07-16,8,21,1
216294,2022-07-16,3,1,1
216295,2022-07-16,14,15,1
216296,2022-07-16,7,1,1
216297,2022-07-16,8,29,1
216298,2022-07-16,26,2,1
216299,2022-07-16,14,15,1
216300,2022-07-16,29,31,1
216301,2022-07-16,2,24,1
216302,2022-07-16,38,31,1
216303,2022-07-16,43,25,1
216304,2022-07-16,25,1,1
216305,2022-07-16,42,15,1
216306,2022-07-16,41,16,1
216307,2022-07-16,12,30,1
216308,2022-07-16,15,7,1
216309,2022-07-16,18,31,1
216310,2022-07-16,41,15,1
216311,2022-07-16,8,29,1
216312,2022-07-16,12,6,1
216313,2022-07-16,30,7,1
216314,2022-07-16,41,16,1
216315,2022-07-16,47,30,1
216316,2022-07-16,35,8,1
216317,2022-07-16,24,8,4
216318,2022-07-16,10,5,1
216319,2022-07-16,6,1,1
216320,2022-07-16,4,8,3
216321,2022-07-16,3,8,1
216322,2022-07-16,30,25,1
216323,2022-07-16,43,8,1
216324,2022-07-16,25,6,1
216325,2022-07-16,37,27,1
216326,2022-07-16,25,1,1
216327,2022-07-16,27,10,1
216328,2022-07-16,8,14,1
216329,2022-07-16,32,1,1
216330,2022-07-16,50,22,1
216331,2022-07-16,12,30,1
216332,2022-07-16,7,17,1
216333,2022-07-16,20,16,1
216334,2022-07-16,12,16,1
216335,2022-07-16,31,27,1
216336,2022-07-16,12,30,1
216337,2022-07-16,29,31,1
216338,2022-07-16,44,1,1
216339,2022-07-16,43,8,1
216340,2022-07-16,37,18,1
216341,2022-07-16,13,1,1
216342,2022-07-16,36,30,1
216343,2022-07-16,27,16,1
216344,2022-07-16,41,16,1
216345,2022-07-16,34,21,1
216346,2022-07-16,37,18,1
216347,2022-07-16,3,8,1
216348,2022-07-16,47,30,1
216349,2022-07-16,31,6,1
216350,2022-07-16,42,31,1
216351,2022-07-16,30,7,1
216352,2022-07-16,31,1,2
216353,2022-07-16,6,17,3
216354,2022-07-16,40,6,1
216355,2022-07-16,17,10,1
216356,2022-07-16,30,7,1
216357,2022-07-16,2,31,1
216358,2022-07-16,31,6,1
216359,2022-07-16,2,24,1
216360,2022-07-16,8,29,1
216361,2022-07-16,42,31,1
216362,2022-07-16,6,8,1
216363,2022-07-16,4,8,2
216364,2022-07-16,21,17,1
216365,2022-07-16,22,25,1
216366,2022-07-16,21,27,1
216367,2022-07-16,27,16,1
216368,2022-07-16,26,6,5
216369,2022-07-16,16,8,1
216370,2022-07-16,29,31,1
216371,2022-07-16,44,7,1
216372,2022-07-16,33,14,1
216373,2022-07-16,28,31,3
216374,2022-07-16,20,16,1
216375,2022-07-16,20,16,1
216376,2022-07-16,33,1,1
216377,2022-07-16,2,15,1
216378,2022-07-16,47,8,1
216379,2022-07-16,27,10,1
216380,2022-07-16,36,6,1
216381,2022-07-16,2,8,1
216382,2022-07-16,35,24,1
216383,2022-07-16,20,7,1
216384,2022-07-16,31,31,1
216385,2022-07-16,4,8,3
216386,2022-07-16,11,8,1
216387,2022-07-16,22,1,1
216388,2022-07-16,22,34,1
216389,2022-07-16,41,16,1
216390,2022-07-16,20,7,1
216391,2022-07-16,43,8,1
216392,2022-07-16,40,17,1
216393,2022-07-16,22,34,1
216394,2022-07-16,48,25,1
216395,2022-07-16,47,8,1
216396,2022-07-16,33,14,1
216397,2022-07-16,38,31,1
216398,2022-07-16,3,27,1
216399,2022-07-16,21,3,1
216400,2022-07-16,21,17,1
216401,2022-07-16,6,31,1
216402,2022-07-16,47,8,1
216403,2022-07-16,2,1,1
216404,2022-07-16,21,17,1
216405,2022-07-16,3,7,3
216406,2022-07-16,31,16,1
216407,2022-07-16,48,6,1
216408,2022-07-16,12,16,1
216409,2022-07-16,41,15,1
216410,2022-07-16,11,8,1
216411,2022-07-16,45,31,3
216412,2022-07-16,10,5,1
216413,2022-07-16,20,8,2
216414,2022-07-16,9,8,1
216415,2022-07-16,39,17,1
216416,2022-07-16,20,7,1
216417,2022-07-16,10,20,1
216418,2022-07-16,35,25,1
216419,2022-07-16,35,8,1
216420,2022-07-16,39,24,1
216421,2022-07-16,47,8,1
216422,2022-07-16,26,2,1
216423,2022-07-16,13,1,1
216424,2022-07-16,21,17,1
216425,2022-07-16,3,8,1
216426,2022-07-16,26,2,1
216427,2022-07-16,35,8,1
216428,2022-07-16,44,7,1
216429,2022-07-16,42,6,1
216430,2022-07-16,41,16,1
216431,2022-07-16,6,15,1
216432,2022-07-16,29,31,1
216433,2022-07-16,14,15,1
216434,2022-07-16,27,10,1
216435,2022-07-16,46,13,2
216436,2022-07-16,40,31,4
216437,2022-07-16,29,31,1
216438,2022-07-16,43,25,1
216439,2022-07-16,12,16,1
216440,2022-07-16,37,18,1
216441,2022-07-16,41,27,1
216442,2022-07-16,34,21,1
216443,2022-07-16,38,31,1
216444,2022-07-16,20,16,1
216445,2022-07-16,11,14,2
216446,2022-07-16,2,24,1
216447,2022-07-16,10,8,3
216448,2022-07-16,42,6,1
216449,2022-07-16,6,1,1
216450,2022-07-16,7,6,1
216451,2022-07-16,23,2,3
216452,2022-07-16,20,8,3
216453,2022-07-16,48,6,1
216454,2022-07-16,30,2,1
216455,2022-07-16,37,21,1
216456,2022-07-16,25,1,1
216457,2022-07-16,6,17,3
216458,2022-07-16,13,1,1
216459,2022-07-16,10,5,1
216460,2022-07-16,22,25,1
216461,2022-07-16,30,2,1
216462,2022-07-16,28,31,4
216463,2022-07-16,18,8,1
216464,2022-07-16,40,30,1
216465,2022-07-16,13,8,3
216466,2022-07-16,14,30,1
216467,2022-07-16,12,6,1
216468,2022-07-16,33,1,1
216469,2022-07-16,18,1,1
216470,2022-07-16,26,6,5
216471,2022-07-16,6,17,2
216472,2022-07-16,37,8,1
216473,2022-07-16,2,31,1
216474,2022-07-16,29,24,1
216475,2022-07-16,23,2,2
216476,2022-07-16,41,27,1
216477,2022-07-17,25,6,3
216478,2022-07-17,10,7,1
216479,2022-07-17,37,24,1
216480,2022-07-17,46,30,1
216481,2022-07-17,30,6,2
216482,2022-07-17,43,26,1
216483,2022-07-17,18,35,1
216484,2022-07-17,44,2,1
